title,star,date,comment
全体的に良い端末ですが、基本機能に問題あり。→改善済,4,2023年5月8日,Xperia Ace iiiからの機種変です。フォレストグリーンが気に入ったのと、マニュアルモードをサポートしたカメラに惹かれて購入しましたが、以下の点が残念でXperiaに戻しました。(1)Jabra Elite5というワイヤレスイヤホンを接続し音楽を再生中に、ワイヤレスイヤホンから一時停止し、音楽を再開させようとしても再開できません。スマホで音楽プレーヤーを開き再生する必要があります。Xperiaでは問題なく再開できます。(2)朝一番にアプリを起動すると画面表示に1分程度時間がかかります。NHKニュース防災アプリ、Facebook、Amazonショッピングアプリで確認しました。2回目からは早く表示されます。(3)タッチパネルが誤動作します。スクロールが暴走したり、文字入力が誤ったり。2023/05/08更新2月末に購入してから2度のアップデートがあり、上記不具合は全て改善されましたので、私にとっては、とても良い端末になっています。(1)Jabra Elite5での音楽再生・一時停止は問題なく動作します。(2)アプリ起動時の画面表示は早くなりました。XPERIA Ace iiiより早くなりました。(3)タッチパネルの誤動作も無くなりました。これは、暖かくなったので私の指が乾燥しなくなったからかもしれません(笑)
スタンダード,4,2023年5月6日,【デザイン】アルミのユニボディで質感は悪くないと思います。色合いも落ち着いていて良いと思います。デザインについてはそんなに明るくないので何とも言えませんが、上級機種と同じデザイン言語としたとのことでした。特段おかしいこともなくこれで良いと思います。【携帯性】スマホが巨大化していく昨今、相対的に携帯性は高い方と言えるのではないでしょうか。前に使っていたスマホがPixel 4a(5G)だったので、それよりは重量があるように感じますがボディの材質やバッテリー容量を考えると納得です。【レスポンス】必要十分です。重たい処理等をさせるとワンテンポ遅れることがありますし、普段についても爆速で動作するというわけではありません。あくまでSNS閲覧等については問題なく行える程度の性能はあると思います。【画面表示】電源投入直後は画面の色合いに違和感を覚えましたが、学習したのかはたまた自分の目が慣れたからなのかは分かりませんが、違和感はなくなりました。綺麗だと思います。【バッテリー】朝晩と休憩1時間スマホ触る程度の使い方で、大体2日間はバッテリー持ちます。大満足です。購入してから約半年ですが、今のところ劣化も感じません。当たり前ですが。【カメラ】悪くはないです。明るいところであれば日常のスナップ程度問題なくこなしてくれます。また、以前のAQUOSスマホをご存じの方であれば共感していただけると思いますが、当機種も大したカメラ性能ではないとはいえ、過去のAQUOSと比較すると大きな進歩を感じます。ですが、相対評価で星は4つです。ただ、大幅に進化しています。（元が酷すぎた）【総評】価格や性能を考えると非常にバランスが取れた機種であると感じました。秀でた部分はありませんが（強いて言えばバッテリーですが、これは他メーカーも進化している点なので）、大きさ性能と過不足なく使いやすく仕上がっていると思います。4K撮影ができなくても困ることはありませんし、モノラルスピーカーだから困るといったことも無いと思います。まだAQUOS特有の不安定な部分や細々とした使いづらい部分の片鱗は残っていると感じる部分は無きにしもあらずですが、非常に良く考えられていると感じました。
母の機種変にすすめました。,5,2023年5月4日,【デザイン】デザイン性は求めて無いです、【携帯性】普通ですよね‥【レスポンス】問題は無かったですね。【画面表示】ちょっと慣れが必要な画面でした、色合いかな‥【バッテリー】バッテリーの持ちは大満足ですね。【総評】母の機種変でしたが色々と設定とか諸々してますが、それなりには使えると思います。3年程持ってくれるといいですが。
画面の不具合,1,2023年5月2日,□ボタン押して、[最近のアプリはありません]の背景画面に不具合があります。交換しましたが、不具合は良くなりません。不具合は、背景画面がYouTubeで見ていた、ひとコマの画面が映し出されていたり、TikTokのひとコマの画面が映し出されていたりします。以前はseason5を使用してましたが、その時は、画面の光漏れが多発していました。契約上、残り2年使用しなければいけないので、次回からは、AQUOSシリーズの購入はしません。
AQUOS sense3 liteに比べて非常によくなっています,4,2023年4月27日,AQUOS sense3 liteからの機種変更です。（良い点）１）画面が大きくなって非常に見やすくなりました。５．５インチから６.１インチなので　　０．６インチ大きくなっただけですが、予想した以上に見やすく老眼にやさしくなりました。２）バッテリーの充電を９０％で止めてくれる機能がついているため、安心して充電できます。３）レンズが目立ったデザインは、良い写真が撮れそうで気に入っています。　　実際、前機種とは比べ物にならないほどきれいで写真を撮るのが楽しくなりました。　　きれいな発色、背景のボケ具合、ノイズの無さ（大きなセンサーの恩恵か？）など、私にはこれで十分です。４）画面が大きくなったにもかかわらず、本体が薄くなって、非常に軽く感じます。（悪い点）使い始めたばかりなので、正直、これといった不満点が現時点ではありません。ただ、SHARPに限らずですが、セキュリティを考えるとスマートフォンという製品は耐用期間が短すぎると思います。Galaxyの一部製品のように５年程度のセキュリティパッチを保証してくれると、もっと納得して購入できるのですが・・・。
ゴーストタッチ最悪,2,2023年4月25日,【デザイン】普通【携帯性】普通【レスポンス】?　ゴーストタッチ発生【画面表示】?　ゴーストタッチ発生【バッテリー】不明【カメラ】不明【総評】購入後ゴーストタッチが発生し　　　　修理依頼して1週間後帰ってきました　　　　　　　　　　　　　　が怖くて使用できません　　　　修理明細にはゴーストタッチ発生し　　　　　　　　　たのを確認したと記載がありました　　　　添付画像参照ください
ハイスペックモデルと勝負はできない,3,2023年4月25日,これだけ初期状態の画面の色が黒が強すぎると言われていてせっかく追加された色温度設定も画質設定とは離れた場所にあり発見しにくいしかもAQUOSトリックにも無いので不親切な感じがしますね。こういうところで評判を落とすのはもったいないと思います。【デザイン】カメラが目立つが見慣れれば悪くない【携帯性】軽くてよい。ここは誇れる部分では【レスポンス】普通のミドルクラスのスマホです。【画面表示】設定を変えないときつめの色で黒っぽいという印象です。設定で変更はできるのですが初期設定で使いたい人は注意。初期設定で使いたくその色が個人的に合わないので高い点はつけていません。【バッテリー】そこそこ持ちます【カメラ】ミドルクラスのスマホと考えれば綺麗に映ります。一番の難点は場面によっては少し暗めに撮れてしまいます。これもシャッター押す前に自分で調整できますしカメラアプリを自分で好きなものをインストールすれば改善されると思いますがやはりデフォルトのカメラアプリでもう少し明るく色も鮮やかに撮れて欲しいです。手持ちのiPhone12proMaxと比べると色の鮮やかさにはっきりとした差があります。また、ハイエンド並みと思われている人もいますが夜景や夜の商店街でもはっきり綺麗には撮れるものの解像感などやはり本当のハイエンドと同じとはいかないという感想です。得意な場面では優れていると思いますがやはりざっくり区切るとXperia10等と同クラスのミドル帯の機種でありその域は超えていないと感じます。【総評】このクラスのスマホとしては特別悪いとは思いませんが書いたような部分で初期設定のままでは少しクセを感じます。複数キャリアで出ていますが別キャリアモデルも使ってみましたがやはり改善されているという事もなくこのあたりは同じでした。また価格は関係無くカメラだけを考えれば今期の機種ではやはりiPhone14の方が普通に上と思います。【追記】カメラが少し明るく鮮やかになるように修正アップデートされるようなので期待。とはいえiPhone14の方が上という評価は覆らないと予想します。
サクサク動いてます,5,2023年4月23日,AQUOS Sense4からの機種変更です。データ移行も無事に終え、問題なく使えてます。本体が、少し軽くなり、動きも早くなりました。これから、使い込んでいきたいと思います。
十分な性能,5,2023年4月21日,【良い点】幅がコンパクトで持ちやすく軽い。軽いのにバッテリーの持ちも良い。動作もきびきびしている。指紋認証も専用センサで認識早い。カメラも以前よりかなり進化していて、普通の写真は綺麗に撮れる。オートフォーカスも早いし、ピントが合っている場所もわかりやすい。そして何より暗いところでもきれいに撮れるのが、かなり高得点。外観もグレーのメタルっぽい質感は思った以上によかった。この価格帯でこれだけできれば、文句なし。【悪い点】あまりないんですが、強いて上げると以下の点。写真の色目は、他の有名スマホに比べると少し暗め。他のスマホの写真の方が、実際より明るめに加工されているだけかもしれませんが。カメラの接写はやや使い勝手が悪く、免許証などの写真をアップで撮ると、なかなか全体のピントを合わせられない。背面のカメラの出っ張りは邪魔というか傷つけそうでやや不安。
自分はあまりお勧めしません。,1,2023年4月18日,GalaxyS10からの買い換えでしたが、下の左右のタップ機能は逆で使いづらく、録画してみれば音は最悪、１度落としたらすぐに画面が割れてしまい、通信速度が遅くなってしまい、嫌になり、４ヶ月でGalaxyS22に買い換えました。良かったのはバッテリーの長持ちくらいでしょうか？
おすすめしません。,1,2023年4月17日,デザインは個人的に好き。しかし新品なのにすぐフリーズするし、動作重いし、バッテリーすぐ減るし、その都度再起動してます。ありえません。バッテリーの減りが早いのは画面が大きいので仕方ありませんがフリーズして再起動を余儀なくされるのは勘弁してください。おすすめしません。まだアプリもほとんど入れてないのにこの有様です。
HUAWEI P20 lite から AQUOSsense7へ,3,2023年4月4日,4年以上使用したHUAWEI P20 lite シムフリーがストレージと静電気によるゴーストタッチが頻繁になり今回はmineoのセールでAQUOSを43500円位で機種変更しました。満足なところ・付属のケーブルを繋ぎ、子供のサポートを受けながら何とかデータ移行ができました。・大きさや重さは満足。・今のところサクサク動きます。・指紋認証はたまに弾かれるが顔認証は大丈夫。不満なところ・画面の明るさ調整しても光が眩しく感じます。コントラストが強く、例えば桜の花は白っぽく、幹は黒く映ります。しかし夜景はとても綺麗に映る。・スピーカーの音が本体に痺れるように響きます。音楽アプリで調整もしましたが音はあまりよくない。・音量調節はひとつ下げれば聞こえないし上げれば大きい。ヘッドホンやイヤホンをBluetoothで繋いでも同様。そういう繊細さはない。今のところ、他の方のレビューにあるフラッシングや画面の白とびは無いですがゲーム中、左上が一瞬白くなる事が４~５回あって不安。充電時間もバッテリーの持ちも、ものすごく良い訳でもない。トラブルがあってもメーカー対応が良ければ良いのですが。時々気の毒なレビューを見受けますのでそこは不安です。今まで国産メーカーの端末も使用しましたがHUAWEI P20 liteが一番満足でした。でもこれからはこの端末にも助けられる筈、大事に使います。
ようやく脱中華スマホ,5,2023年4月3日,【デザイン】カメラレンズの位置が中央のため、背面で置いても比較的安定している。SIMフリー専用色はとても品がいいと思うが、あくまでも個人の好み。【携帯性】前機種の6.7インチに慣れていたため、最初は小さくそして軽く感じた。これに慣れると、6.7インチは大きく重く感じるのだろう。【レスポンス】ハードなゲーム？はしないので、自分的には必要十分。今のところ、何も不都合は感じていない。【画面表示】前機種の発色も綺麗だったが、負けず劣らず綺麗と思う。酷評されている方も見受けるが、自分にはその理由が分からない。【バッテリー】ある程度の経過を見ないと何とも言えないが、今のところ問題なし。【カメラ】用が足りればいいと思っているので、評価の対象外。【総評】脱中華スマホが目的で最後までnothingと迷ったが、最終的には価格でこちらを選択した。色々と酷評も散見する中で多少の不安はあったものの、ほぼほぼ満足している。どなたかが書かれている通り、直前に使用していた端末で評価が分かれると感じたが、スペックや開発スタンスや、そもそも土俵が違う端末を比較すること自体、どうなのだろう。大きな不満点は、指紋認証の位置。側面認証には慣れているつもりだったが・・やはり、少し下過ぎる感は否めない。とは言うものの、これもきっと「慣れ」てしまうのだろう。もう一つはモノラルスピーカー。分かってて購入しているので評価を下げるものではないが、一方向からしか音が出ていないのは、やはり違和感がある。これも「慣れ」るのだろうか・・他には、大きな不満点は見つからない。蛇足にはなるが・・物理SIMとeSIMのDSDVで運用中だが、設定画面で「電話番号」が「不明」と表示され、大いに焦った。何のことはない、povo2.0の「仕様」と言うことだった。けれども「不明」の表示はなんとも心外で、こればっかりは「慣れ」ないと思う。
あえて選ぶのはやめましょう…,2,2023年3月30日,【デザイン】可もなく不可もなく【携帯性】ちょうどよいサイズ【レスポンス】並くらいには良い【画面表示】いまどきこんな画面表示が悪いとは考えられない。黒つぶれして解像度自体も非常に悪く見える。写真なども見にくい。【バッテリー】なかなか良いのではないだろうか【カメラ】カメラ性能を売りにしているようだが全くよろしくない。塗り絵でおもちゃ並の画質、古いデジカメでも持っていった方がまだましというレベル。【総評】大容量バッテリーと必要十分なスペック、センサーサイズが売りのカメラ、シャープ独自の簡単機能という売り文句なので親用に良いかと思って買ったがかなり後悔している。カメラもディスプレイも非常に悪く、操作性もこなれていない。日本のスマホ黎明期から全然進化してないようなストレスばかりたまる機種。これならシャオミの型落ちの安い機種でも買った方が全てにおいてずっと満足できると思う。今時日本メーカーなんかに手を出すんじゃなかったと親に申し訳ない…
ゴーストタッチがすごい。不良品でないか？,1,2023年3月28日,他の方の投稿もありますが、購入数日でゴーストタッチがひどい状態になりました。1　変なところへ電話してしまう。2　バスワード入力なんてできない。3　顔認証でロック解除できますが、それがなければ勝手に数十桁を勝手に数字が入力されてしまう。以上の理由から、電池がもたない古い機種にもどしました。また、キャリアさんからはそんな報告はない。修理ですね？ショップにいって見積りしてもらってください。という対応でした。キャリア、メーカーの不信感と分割のお金だけたまりました。
全体的にバランスよく仕上がった良機種 ,4,2023年3月26日,sense4 liteとの比較です。10日ほど使用しての感想メインなレビューです。【デザイン】sense4 liteと違って淡めのカラーです。コントラストがハッキリしているsense4 liteも好きですが、個人的にカメラ位置も含めsense7の方が好みです。どの色もくどすぎない上品な色合いだと思います。角度によって少し色味が変化するので眺めているだけでも楽しめます。 【携帯性】厚みが0.9mm違うだけで、こんなにも薄く感じるんだなと感心しました。縦に長くなっていますが19g軽くなっているので負担には感じません。sense4 liteより持ちやすく感じます。【レスポンス】sense4 liteと比べるとヌルサクで好印象です。ミドル帯で重いゲームや動画を嗜む方はそこまでいないでしょうし、これで十分だろうなと思います。sense4 liteでカクついてたものもsense7ではスムーズに動くので快適です。【指紋認証】指紋認証が酷評なのには驚きました。今のところ9割超の確率で指紋認証されています。汗や湿気で手が濡れている時以外はほぼ認証される印象です。センサーの当たり判定がほぼ中央のみなので、手放しで褒められるかと言うと微妙なところです。とはいえ酷評されるほどかなと疑問を覚えます。そもそも乾燥肌の人は今の時期は指紋がコロコロ変わるので、冬季での使用は不向きですし……手の保湿ケアをしながら使うしかないと思います。ケースを使う人はケースを付けた状態で設定すると判定率は上がると思います。指紋認証のPayトリガーに関してはダブルタップとかにすれば有効活用出来たかなと思います。左手で持つとセンサーの位置についつい指を添えてしまい、誤反応が多いので設定をオフにしました。トリガーに関してはSmart Task Launcher等のサードパーティ製アプリで代用できるので、オフにしても別段問題は無いと判断しました。【画面表示】有機EL端末は今回が初所有です。30～40分のゲーム使用で薄く焼き付きが出来たので★2にします。液晶から有機ELに変わると色味が大きく変わるんだなと勉強になりました。だいぶ慣れてきましたが初日はブルーシフトに慣れず困惑しました。慣れの面が大きい問題ではありますが、レビューでも賛否が分かれるのは納得だなと感じます。液晶に慣れていると、有機ELは設定上は青くないのに全体的に色味が青く見える印象です。僅かな角度でもブルーシフトが顕著に出てしまうため、このような錯覚に落ちるのかなと考えています。ブルーシフトの影響か暖色寄りの設定にしても常にどことなく青く感じます。DNPさんが開発しているシートが市販化されると改善されそうですね。青さには戸惑いを覚えますが、有機ELならではのキリッとした黒は美しいなと思います。※先述の通り、短時間で焼き付きが起こったため一部分でも同じ表示が続くアプリは非推奨です。機能面の話にはなりますが、ペールビューが無くなったのは個人的に残念です。sense4 liteから移植しようと試みましたがシステム名が分からず引っ張れずじまいです。満員電車の中で使う時にあると気分的に楽なのでペールビューは復活してほしいなと思います。【バッテリー】使い方次第だと思います。私の使い方では平日は有事のことを考えて毎日充電、外出予定のない休日なら数日放置しても問題ないくらいには持ちます。外出日：90%→40%在宅日：90%→70%ざっくり見てこれくらいの電力消費です。簡単なゲーム程度なら発熱もせず消費も大したことの無い印象です。個人的にインテリジェントチャージが搭載されたのは嬉しいです。どれくらい長持ちするのか今から楽しみです。【カメラ】sense4 liteの時と比べて、AFとAIの反応が速くなって撮影しやすくなって好印象です。ただ、ディスプレイが変わったので色味の感覚が掴みにくく仕上がりの評価は現時点で出来ないのが本音です。私自身はマニュアルで撮影することが多いので暫く撮影に苦戦しそうです。あくまで「ハイエンド並み」を意識したカメラ機能のため、ハイエンドど体当させるのは可哀想です。ミドル帯の中ではいいカメラに仕上がっていると思います。【付属品】試供品のクイックスイッチアダプターは一長一短に思いました。前機種のプリインストールアプリがsense7でも削除出来ない仕様のまま移動するのはデメリットしかないなと。SIMフリー端末からの機種変のでは無い限り出番は無さそうです。【その他】ここ数年のシャープの端末全てに言えることですが、梱包用のディスプレイ保護シートは付けてほしいなと思います。AQUOS wishの時も今回のsense7も開封時点で端末に傷がついており交換する事態になりました。シャープ曰く「検品漏れではなく輸送時のトラブル」とのことです。輸送時のトラブルと主張されるのであれば、梱包用の保護シートは付ける方針に戻された方がよろしいのではと疑問に思います。この点だけは本当に残念でなりません。【総評】直前に使用していた端末次第で大きく評価がわかれる端末だと思います。個人的にはリラックスして使える良機種です。sense4の頃と比べると順当にスペックが上がっていて感動しました。目立つ華もないですが不満な点も殆どないのは普段使いしやすく非常にありがたく思います。ただ、前述の通り液晶から移った人は発色に違和感を持って不満や戸惑いを覚えることはあると思います。指紋認証も他のメーカーで慣れ親しんだ人は位置に戸惑いそうです。また、数年前のハイエンド端末から移った人は、見当違い甚だしいとは言えど不満を上げる人もいるでしょうし、価格帯だと海外勢と比較するとスペックが落ちると指摘されると思います。どの機種も比較対象次第で評価が別れると思いますが、sense7に関してはそれが顕著に出そうだなと感じます。バランスを取りながら順当に進化しつつも今後が楽しみな機種だなと感じました。今後のsenseシリーズの発表も楽しみです。
概ね満足。ただし写真は?,4,2023年3月24日,使って3日の感想です。MNPで大体3万円で購入しました。iPhone7からの買い換えなので、レスポンスの差はさほど感じないです。画面は綺麗ですし、60Hzでも全く困りません。マスクで顔認証してくれるのも助かっています。仕事柄現場に行くことが多いので、万一壊したときでも諦めがつく価格帯というのは大事です。最近のiPhoneは高くて心配になっちゃいますので。これから3~4年は使いたいと思っているので、ドコモの5Gのｎ79帯を拾える事に期待しています。正直これがなければPixelかシャオミにしてました。一点気になったのが、屋内のLED下で取った写真に縦で撮ると縦縞が、横で撮ると横縞がうっすら写っていますが、これは仕様でしょうか?写真は重視しませんが、あまり画質で推せる製品ではないかな?と思った次第です。3月24日追記千鳥ヶ淵の桜を撮ってみました。このくらい撮れれば個人的には充分です。
楽天モバイル乗り換え時のトラブル,4,2023年3月24日,他社（マイネオ）で購入したAQUOS sense7でマイネオから楽天モバイルに乗り換えた際のトラブル発生と解決報告です。楽天でもAQUOS sense7を販売しているので当然楽天モバイル動作保証製品と思っていましたが，eSIMを設定してもインターネット通信ができませんでした。再起動など一通りの対応を実施し，さらに物理SIMに変更しても改善しませんでした。しかしAPN設定したら改善しました（通常，楽天モバイルはAPN設定なしでつながります）。楽天モバイルのショップに持ち込んで確認したところ，sense7は楽天モバイルで販売しているものだけが動作保証製品らしく，他社で購入したものは楽天回線動作保証外のようです。ちなみに，マイネオで購入したsense7は上記の問題が発生しましたが，IIJで購入したsense7は楽天モバイルで問題なくインターネット通信ができており，すべてのMVNOで同じ問題が発生するわけではないようです。また自分は物理SIMに交換しましたが，eSIMのままでもAPN設定をすればつながったと思います。なお，使用したAPN設定は以下の内容です（楽天回線動作保証外の場合を参照）。https://network.mobile.rakuten.co.jp/faq/detail/00001495/#sec3参考になれば幸いです。追加です。充電中に画面フラッシュになる場合，充電器が原因の可能性があります。私もなりましたが新しい充電器に変更するとこの現象は発生しません。
【不具合】画面が突然フラッシュ繰り返し,2,2023年3月23日,SIMフリー版のレビューで何件か報告が上がっているフラッシング、自分のもなりました(´；ω；｀)充電したままにしてふと見ると画面右側が激しくフラッシュしてます「えっ？なにこれ」、あわてて充電止めるとフラッシュも止まりました。液晶に傷でも付いたかと確認、少し強めに押して見たりもしましたが破損は無さそう…。その後1週間今の所再発はしておりません…さてドコモに問い合わせしようと思いますがどうなるか…
なかなか良い機種,5,2023年3月20日,AQUOS R3からの機変です。Wi-Fi運用している端末も含めて今までフラグシップ機ばかり購入していましたが、auにAQUOS R7が無い&店舗で実機を操作してみて良さそうだったためsense7 に決めました。技術的な事はよく分かりませんが、ディスプレイがOLEDだからか数年前の液晶端末と比べると色がハッキリしていて、かなり進化したなぁと感じます。カメラ性能についても、私が旧機を使いこなせていなかっただけかもですが、格段にキレイになったので驚きました。そしてsense7 購入時にあまり気にしていなかった点ですが、購入直後だった頃の旧機に比べてもバッテリーの減らなさ加減がすごいです。毎日充電していたのが3日に1回になりました。あと個人的にですが、メイン端末はイヤホンジャック有りでSDカードが使えるというのが第一条件でもあったため、それをクリアしてくれているのもすごく嬉しいです。ネットや音楽を聴いたり、軽くゲームをするくらいのライトユーザーさんや、複数機を併用されている方にオススメです。
商品状態もメーカー対応も最悪,1,2023年3月18日,購入から１ヶ月、落としたり水没させたりということは一切なく大事に扱っていましたが、充電しても全く反応がない状態になりました。電源が入らないためバックアップが取れず、以前使っていた端末に移行する際に一部のデータが飛びました。その保証をメーカーに求めましたが、修理以外は承れない、契約書にもそう記載してあると冷たくあしらわれました。初期不良品の発現自体は仕方のないことだと思いますが、メーカーの対応があまりにもひどくて非常に悲しくなり、口コミ投稿に至ります。本当は星1すらつけたくないくらいです。スマホに限らずSHARPの製品には永らくお世話になっていましたが、もう二度と購入しません。皆様もどうぞお気をつけて……
もうこれで良いんじゃないかなｗ,5,2023年3月17日,夏にR7を買ったばかりなので当然スルーしていたのですが、ちょっと機会があって店頭で触ってみました。えっと、ある意味予想を裏切られました。シャープには悪いけど、昔のsenseって安いけど性能や使い勝手はそれなりで、まあ安いモデルはこんなもんだよね。。。…って感じでしたのに何これ？快適にサクサク動くし、薄くて持ちやすいし、デザインも良いですね。カメラも店頭のものしか写せませんでしたが良い感じに撮れます。iPhoneならSEのような安くて気軽に使える手堅いスマホという感じです。
まさに定番と言った感じのスマホで満足です,5,2023年3月14日,sense5Gからの買い替えです。sense5Gも特に不満ありませんでしたが、薄くて角張ってフラットなディスプレイが好きなのと、画面も大きく見やすくなっているのでsense7に機種変しました。最新のハイエンドスマホに比べれば当然ここがスゴイ！って部分はあまり思いつかないのですがハイエンドのスマホはかなり高いですし、なんて言ったら良いか、すべての面でこれで普段使いには十分なバランスが良いスマホで、日本の定番スマホと言って良いかと思います（個人的には安い中華スマホはなんかセキュリティに不安を感じる）とはいえ、随分前に使っていた当時のハイエンドスマホAQUOS ZETAと比較してもむしろ今のsense7の方が速いんじゃないかと感じられるので技術の進化は激しいなと思うのと、それくらいにサクサク動きます。歴代AQUOS同様に電池持ちはピカイチです。私の使い方だと土日に全然充電しなくても月曜日はまだ60%は電池残ってます。カメラも格段に良くなっていると思います。お前本当にAQUOSなのか？とｗ買って普通に満足できる良いスマホと思います。あ、携帯性が3というのは持ちづらいではなく、私の持ち方だと横の指紋センサーがよく指に当たるので・・・
最悪の製品、最悪のSHARP対応,1,2023年3月13日,使い始めて一ヶ月、充電中やLINEのテレビ電話中に突然画面右側が異様なフラッシュ。光が激しく、昔、テレビアニメの光で倒れる子供が出たように、見続けると気持ち悪くなるような強いフラッシュです。ネットで調べると同じような故障が何件もあり、基盤の問題のようです。SENSE5の時点であった故障なのにいまだに改善されていません。サポートセンターに問い合わせると、驚くことに「今までにこういった故障の報告は届いていません」とのこと。それは新しいバージョンが出ても改善されていないハズです。別の方の口コミでも同じ返答だったそうで。修理するので携帯を送ってくれとの事でしたが、最初は代替機の貸出はしていないと言われ、渋ると代替機は有料2000円程と言われ、こちらに否が無く基盤の問題なのにと言うと渋々無料で貸出してくれました。ただ、カメラと画面に貼った保護シールは取り外さないといけないので、また新たに買い替えるハメに。データの移行も２度しないといけなくてショップに足を運んでやって頂きました。そして１番腹が立った点は、口コミを見ていると修理してもまた症状が繰り返すという方がチラホラいたので、SHARPの修理担当の方に話をすると、（この方は以前からフラッシュの故障が起きていることを把握済らしい。オーペレーターと言ってること、、）『全く同じフラッシュの故障でも、１年を過ぎるとお客様の使い方でなったのかもしれない。』『どこのメーカーでも一緒ですよ。１年を過ぎると申し訳ないとは思わない』AQUOS5から同じ基盤の故障が続いているんだから、普通は一年後の対応はしていなくても、これからイレギュラーとして対処を考えていくことはないんですか？『これからも対応はかわりません』泣き寝入りしないといけないんですか？と聞くと『そうですね』との事でした。話をしてる間、何度か鼻で笑いながら、呆れた感じでお話されていました。オペレーターではなく修理担当の方なので対応に慣れてないのかもしれませんが、あまりの返答と態度に腰を抜かしてしまいました。（修理部門の上長の方らしいので、やはりSHARPの質はしれる、、、）悪い意味で、すごいなSHARPという印象で、これからは家電製品全般絶対に買わないと決めました。あと、関係ないですがカメラの画質も地味に悪いです。新機種とは思えないような鮮明度。３年前に出た、iPhoneSEの方が綺麗に映る。タッチの反応が悪い。細かい不満点を言えば何個かあるんですが、それより異様なフラッシュで携帯が使えない、SHARPの対応の悪さで星１つです。この口コミがAndroidの種類で迷っている方と、同じようにフラッシュの故障で困っている方のお役に立てば幸いです。
満足度高い端末です。,5,2023年3月10日,はじめてのシャープスマホになります。ドコモオンラインで購入。ショップなどで現物は見てません。ネット記事などで評判が良いためこのスマホにしました。まず最初に手に持ったときの高級感と軽さに驚きました。それまで使用していたスマホはそれなりのグレードでしたが樹脂ボディで、どこかandroidにはチープな印象を持っていました。が、これは違いました。金属のボディがよく手に馴染みしっくり来ます。非常に質感があり色味もおしゃれです。また画面が大きいのに軽い！ポケットに入れていても重さを感じません。かさばりはしますが。使用感も申し分ないです。タッチパネルはさわり心地というか指に吸い付くようなレスポンスの良さ。ミスタッチは皆無。快適です。そして記事などでも絶賛されているカメラですが、確かにいいです。スマホ特有のデジタル臭さは残りますが非常にコントラストが高く印象的な陰影を写し出します。センサーサイズだけではなくなかなかにレンズ性能が高い。夜景はノイズなくシャープですが多少人工的な感じはしますが十分。このカメラは結構楽しめそうです。最も満足度が高いのはバッテリー。これは本当にもちます。驚きます。もういつ充電したか忘れてしまうほどに。(冗談です)これだけでも買った甲斐があります。一方不満な部分としては、文字入力。これはそのうち慣れてくると思いますがちょっとまだ戸惑います。シャープを使い続けている人には問題ないのかも知れないですが私には難しさを感じることがありました。全体としては非常に満足のいく買い物になったと思います。おすすめです。
ゴーストタッチがひどい,1,2023年3月4日,最悪です。買ってセットアップしたあと画面が真っ白になり、操作不能になり電源も落とせない。2時間位して強制終了でき、ついたあとひどいゴーストタッチ発生。その度再起動していたが使えないくらいひどくなり、シャープに連絡したあとに初期化してもだめなら初期不良といわれ、だめだったため買ったとこで取り替えてもらう。１日は平気だったが、システムアップデートの通知がありアップデートしたあとからまたゴーストタッチが頻繁に発生。またシャープに連絡したら、初期化してアプリ入れないで様子みて、だめなら修理のため、2&#12316;3週間預かり、その間の代替品が2千円位くらいと言われる。何回も何回も初期化したり設定してりで時間がつぶれまくり、精神的に辛いです。アプリ入れなければ仕事の連絡もできないし、無理がある。こちらで同じような不具合を投稿してる方が2名いてやはり端末のせいだと思う。なのにシャープの人は他の人からは報告受けてないという。おかしい!!も&#12316;疲れていやになる…
